video_path,id,relpath,success,num_frames,height,width,aspect_ratio,resolution,fps,timestamp,frame_numbers
test/fY_KvM9ZAvA.webm,fY_KvM9ZAvA,fY_KvM9ZAvA.webm,True,3072,720,1280,0.5625,921600,25.0,"[('00:00:00.300', '00:00:03.660'), ('00:00:04.260', '00:00:19.260'), ('00:00:19.260', '00:00:22.860'), ('00:00:23.460', '00:00:37.500'), ('00:00:38.100', '00:00:42.900'), ('00:00:45.300', '00:01:00.300'), ('00:01:00.300', '00:01:04.740'), ('00:01:05.340', '00:01:08.940'), ('00:01:09.540', '00:01:24.540'), ('00:01:26.580', '00:01:41.580'), ('00:01:41.580', '00:01:46.380'), ('00:01:46.980', '00:01:59.580')]","[(7, 91), (106, 481), (481, 571), (586, 937), (952, 1072), (1132, 1507), (1507, 1618), (1633, 1723), (1738, 2113), (2164, 2539), (2539, 2659), (2674, 2989)]"
